Baylor Scott & White Emergency Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tax ID: 26-2978009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated 1/13/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charge Code,ChargeDescription,Revenue Code,CPT Code, Charge , Self Pay Median Charge , Minimum Reimbursment , Maximum Reimbursment , Payer , Aetna , Aetna , American Health Advantage , Ambetter , BCBS , BCBS , BCBS , BCBS , BCBS , Cigna , Cigna , Cigna , CorVel , CorVel , Employers Health Network , HealthSmart , HealthSmart , Humana , Humana , Hunt Regional , Imagine Health , Midland Memorial , MultiPlan , Scott&White , Scott&White , Scott&White , Scott&White , Scott&White , Scott&White , Scott&White , Sedgwick , Superior , UMH , United , United , United , VA/Triwest , WellMed 
445000232,Clsd TX Femoral Shaft w/o Man,450,27500,"2,168.00",867.20,202.96,"1,842.80",,"1,192.40",202.96,213.11,379.54,**,**,**,**,**,"1,257.44","1,062.32",213.11,393.74,"1,842.80","1,192.40","1,626.00","1,626.00","1,517.60",202.96,"1,192.40","1,149.04","1,474.24","1,626.00",**,334.89,202.96,"1,127.36","1,062.32","1,192.40","1,257.44",466.81,213.11,"1,257.44","1,517.60",202.96,"1,365.84",202.96,202.96
445000233,Clsd TX Femoral Shaft w/Man,450,27502,565.00,226.00,276.85,"2,630.08",,310.75,"1,406.46","1,476.78","2,630.08",**,**,**,**,**,327.70,276.85,"1,476.78",480.25,480.25,310.75,423.75,423.75,395.50,"1,406.46",310.75,299.45,384.20,423.75,**,"2,320.66","1,406.46",293.80,276.85,310.75,327.70,565.00,"1,476.78",327.70,395.50,"1,406.46",355.95,"1,406.46","1,406.46"
445000234,ClsdTX DisFem M&L Cond w/o Man,450,27508,"2,237.00",894.80,202.96,"1,901.45",,"1,230.35",202.96,213.11,379.54,**,**,**,**,**,"1,297.46","1,096.13",213.11,393.74,"1,901.45","1,230.35","1,677.75","1,677.75","1,565.90",202.96,"1,230.35","1,185.61","1,521.16","1,677.75",**,334.89,202.96,"1,163.24","1,096.13","1,230.35","1,297.46",466.81,213.11,"1,297.46","1,565.90",202.96,"1,409.31",202.96,202.96
445000235,Clsd TX Patella w/o Man,450,27520,"1,329.00",531.60,202.96,"1,129.65",,730.95,202.96,213.11,379.54,**,**,**,**,**,770.82,651.21,213.11,393.74,"1,129.65",730.95,996.75,996.75,930.30,202.96,730.95,704.37,903.72,996.75,**,334.89,202.96,691.08,651.21,730.95,770.82,466.81,213.11,770.82,930.30,202.96,837.27,202.96,202.96
445000236,Clsd TX Tibial Plateau w/o Man,450,27530,"1,298.00",519.20,202.96,"1,103.30",,713.90,202.96,213.11,379.54,**,**,**,**,**,752.84,636.02,213.11,393.74,"1,103.30",713.90,973.50,973.50,908.60,202.96,713.90,687.94,882.64,973.50,**,334.89,202.96,674.96,636.02,713.90,752.84,466.81,213.11,752.84,908.60,202.96,817.74,202.96,202.96
445000237,Reduction Knee (ONLY),450,27550,"2,083.00",833.20,202.96,"1,770.55",,"1,145.65",202.96,213.11,379.54,**,**,**,**,**,"1,208.14","1,020.67",213.11,393.74,"1,770.55","1,145.65","1,562.25","1,562.25","1,458.10",202.96,"1,145.65","1,103.99","1,416.44","1,562.25",**,334.89,202.96,"1,083.16","1,020.67","1,145.65","1,208.14",466.81,213.11,"1,208.14","1,458.10",202.96,"1,312.29",202.96,202.96
445000238,Reduction Knee Patella,450,27560,"1,580.00",632.00,202.96,"1,343.00",,869.00,202.96,213.11,379.54,**,**,**,**,**,916.40,774.20,213.11,393.74,"1,343.00",869.00,"1,185.00","1,185.00","1,106.00",202.96,869.00,837.40,"1,074.40","1,185.00",**,334.89,202.96,821.60,774.20,869.00,916.40,466.81,213.11,916.40,"1,106.00",202.96,995.40,202.96,202.96
445000239,I&D Leg Or Ankle Infected Bursa,450,27604,"1,539.00",615.60,754.11,"5,457.48",,846.45,"2,918.44","3,064.36","5,457.48",**,**,**,**,**,892.62,754.11,"3,064.36","1,308.15","1,308.15",846.45,"1,154.25","1,154.25","1,077.30","2,918.44",846.45,815.67,"1,046.52","1,154.25",**,"4,815.42","2,918.44",800.28,754.11,846.45,892.62,"1,539.00","3,064.36",892.62,"1,077.30","2,918.44",969.57,"2,918.44","2,918.44"
445000240,Clsd TX Tibial Shaft w/Man,450,27752,"2,262.00",904.80,"1,108.38","2,630.08",,"1,244.10","1,406.46","1,476.78","2,630.08",**,**,**,**,**,"1,311.96","1,108.38","1,476.78","1,922.70","1,922.70","1,244.10","1,696.50","1,696.50","1,583.40","1,406.46","1,244.10","1,198.86","1,538.16","1,696.50",**,"2,320.66","1,406.46","1,176.24","1,108.38","1,244.10","1,311.96","2,262.00","1,476.78","1,311.96","1,583.40","1,406.46","1,425.06","1,406.46","1,406.46"
445000241,Clsd TX Medl Malleolus w/o Man,450,27760,"1,377.00",550.80,202.96,"1,170.45",,757.35,202.96,213.11,379.54,**,**,**,**,**,798.66,674.73,213.11,393.74,"1,170.45",757.35,"1,032.75","1,032.75",963.90,202.96,757.35,729.81,936.36,"1,032.75",**,334.89,202.96,716.04,674.73,757.35,798.66,466.81,213.11,798.66,963.90,202.96,867.51,202.96,202.96
445000242,Clsd TX Medl Malleolus w/Man,450,27762,"2,002.00",800.80,980.98,"2,630.08",,"1,101.10","1,406.46","1,476.78","2,630.08",**,**,**,**,**,"1,161.16",980.98,"1,476.78","1,701.70","1,701.70","1,101.10","1,501.50","1,501.50","1,401.40","1,406.46","1,101.10","1,061.06","1,361.36","1,501.50",**,"2,320.66","1,406.46","1,041.04",980.98,"1,101.10","1,161.16","2,002.00","1,476.78","1,161.16","1,401.40","1,406.46","1,261.26","1,406.46","1,406.46"
445000243,ClsdTX Post Maleolus FX w/o Man,450,27767,"1,273.00",509.20,202.96,"1,082.05",,700.15,202.96,213.11,379.54,**,**,**,**,**,738.34,623.77,213.11,393.74,"1,082.05",700.15,954.75,954.75,891.10,202.96,700.15,674.69,865.64,954.75,**,334.89,202.96,661.96,623.77,700.15,738.34,466.81,213.11,738.34,891.10,202.96,801.99,202.96,202.96
445000244,Clsd TX Post Maleolus FX w/Man,450,27768,565.00,226.00,276.85,"2,630.08",,310.75,"1,406.46","1,476.78","2,630.08",**,**,**,**,**,327.70,276.85,"1,476.78",480.25,480.25,310.75,423.75,423.75,395.50,"1,406.46",310.75,299.45,384.20,423.75,**,"2,320.66","1,406.46",293.80,276.85,310.75,327.70,565.00,"1,476.78",327.70,395.50,"1,406.46",355.95,"1,406.46","1,406.46"
445000245,ClsdTX Prox Fib Or Shft w/o Man,450,27780,"1,254.00",501.60,202.96,"1,065.90",,689.70,202.96,213.11,379.54,**,**,**,**,**,727.32,614.46,213.11,393.74,"1,065.90",689.70,940.50,940.50,877.80,202.96,689.70,664.62,852.72,940.50,**,334.89,202.96,652.08,614.46,689.70,727.32,466.81,213.11,727.32,877.80,202.96,790.02,202.96,202.96
445000246,ClsdTX Prox Fib Or Shaft w/Man,450,27781,"1,791.00",716.40,877.59,"2,630.08",,985.05,"1,406.46","1,476.78","2,630.08",**,**,**,**,**,"1,038.78",877.59,"1,476.78","1,522.35","1,522.35",985.05,"1,343.25","1,343.25","1,253.70","1,406.46",985.05,949.23,"1,217.88","1,343.25",**,"2,320.66","1,406.46",931.32,877.59,985.05,"1,038.78","1,791.00","1,476.78","1,038.78","1,253.70","1,406.46","1,128.33","1,406.46","1,406.46"
445000247,Clsd TX Lat Malleolus w/o Man,450,27786,"1,292.00",516.80,202.96,"1,098.20",,710.60,202.96,213.11,379.54,**,**,**,**,**,749.36,633.08,213.11,393.74,"1,098.20",710.60,969.00,969.00,904.40,202.96,710.60,684.76,878.56,969.00,**,334.89,202.96,671.84,633.08,710.60,749.36,466.81,213.11,749.36,904.40,202.96,813.96,202.96,202.96
445000248,Clsd TX Lat Malleolus w/Man,450,27788,"1,760.00",704.00,202.96,"1,496.00",,968.00,202.96,213.11,379.54,**,**,**,**,**,"1,020.80",862.40,213.11,393.74,"1,496.00",968.00,"1,320.00","1,320.00","1,232.00",202.96,968.00,932.80,"1,196.80","1,320.00",**,334.89,202.96,915.20,862.40,968.00,"1,020.80",466.81,213.11,"1,020.80","1,232.00",202.96,"1,108.80",202.96,202.96
445000249,Clsd TX Bimalleolar w/o Man,450,27808,"1,357.00",542.80,202.96,"1,153.45",,746.35,202.96,213.11,379.54,**,**,**,**,**,787.06,664.93,213.11,393.74,"1,153.45",746.35,"1,017.75","1,017.75",949.90,202.96,746.35,719.21,922.76,"1,017.75",**,334.89,202.96,705.64,664.93,746.35,787.06,466.81,213.11,787.06,949.90,202.96,854.91,202.96,202.96
445000250,Clsd TX Bimalleolar w/Man,450,27810,"1,955.00",782.00,957.95,"2,630.08",,"1,075.25","1,406.46","1,476.78","2,630.08",**,**,**,**,**,"1,133.90",957.95,"1,476.78","1,661.75","1,661.75","1,075.25","1,466.25","1,466.25","1,368.50","1,406.46","1,075.25","1,036.15","1,329.40","1,466.25",**,"2,320.66","1,406.46","1,016.60",957.95,"1,075.25","1,133.90","1,955.00","1,476.78","1,133.90","1,368.50","1,406.46","1,231.65","1,406.46","1,406.46"
445000251,Clsd TX Trimalleolar w/o Man,450,27816,"1,289.00",515.60,202.96,"1,095.65",,708.95,202.96,213.11,379.54,**,**,**,**,**,747.62,631.61,213.11,393.74,"1,095.65",708.95,966.75,966.75,902.30,202.96,708.95,683.17,876.52,966.75,**,334.89,202.96,670.28,631.61,708.95,747.62,466.81,213.11,747.62,902.30,202.96,812.07,202.96,202.96
445000252,Clsd TX Trimalleolar w/Man,450,27818,"1,987.00",794.80,973.63,"2,630.08",,"1,092.85","1,406.46","1,476.78","2,630.08",**,**,**,**,**,"1,152.46",973.63,"1,476.78","1,688.95","1,688.95","1,092.85","1,490.25","1,490.25","1,390.90","1,406.46","1,092.85","1,053.11","1,351.16","1,490.25",**,"2,320.66","1,406.46","1,033.24",973.63,"1,092.85","1,152.46","1,987.00","1,476.78","1,152.46","1,390.90","1,406.46","1,251.81","1,406.46","1,406.46"
445000253,Reduction Ankle,450,27840,565.00,226.00,202.96,480.25,,310.75,202.96,213.11,379.54,**,**,**,**,**,327.70,276.85,213.11,393.74,480.25,310.75,423.75,423.75,395.50,202.96,310.75,299.45,384.20,423.75,**,334.89,202.96,293.80,276.85,310.75,327.70,466.81,213.11,327.70,395.50,202.96,355.95,202.96,202.96
445000254,Foreign Body Removal SQ Foot,450,28190,614.00,245.60,300.86,"1,189.84",,337.70,636.28,668.09,"1,189.84",**,**,**,**,**,356.12,300.86,668.09,521.90,521.90,337.70,460.50,460.50,429.80,636.28,337.70,325.42,417.52,460.50,**,"1,049.86",636.28,319.28,300.86,337.70,356.12,614.00,668.09,356.12,429.80,636.28,386.82,636.28,636.28
445000255,Foreign Body Removal Foot Deep,450,28192,"1,449.00",579.60,710.01,"2,749.31",,796.95,"1,470.22","1,543.73","2,749.31",**,**,**,**,**,840.42,710.01,"1,543.73","1,231.65","1,231.65",796.95,"1,086.75","1,086.75","1,014.30","1,470.22",796.95,767.97,985.32,"1,086.75",**,"2,425.86","1,470.22",753.48,710.01,796.95,840.42,"1,449.00","1,543.73",840.42,"1,014.30","1,470.22",912.87,"1,470.22","1,470.22"
445000256,Foreign Body Rmvl Foot Comp,450,28193,"1,710.00",684.00,837.90,"2,749.31",,940.50,"1,470.22","1,543.73","2,749.31",**,**,**,**,**,991.80,837.90,"1,543.73","1,453.50","1,453.50",940.50,"1,282.50","1,282.50","1,197.00","1,470.22",940.50,906.30,"1,162.80","1,282.50",**,"2,425.86","1,470.22",889.20,837.90,940.50,991.80,"1,710.00","1,543.73",991.80,"1,197.00","1,470.22","1,077.30","1,470.22","1,470.22"
445000257,Clsd TX Calcaneus w/o Man,450,28400,"1,032.00",412.80,202.96,877.20,,567.60,202.96,213.11,379.54,**,**,**,**,**,598.56,505.68,213.11,393.74,877.20,567.60,774.00,774.00,722.40,202.96,567.60,546.96,701.76,774.00,**,334.89,202.96,536.64,505.68,567.60,598.56,466.81,213.11,598.56,722.40,202.96,650.16,202.96,202.96
445000258,Clsd TX Calcaneus w/Man,450,28405,"1,595.00",638.00,202.96,"1,355.75",,877.25,202.96,213.11,379.54,**,**,**,**,**,925.10,781.55,213.11,393.74,"1,355.75",877.25,"1,196.25","1,196.25","1,116.50",202.96,877.25,845.35,"1,084.60","1,196.25",**,334.89,202.96,829.40,781.55,877.25,925.10,466.81,213.11,925.10,"1,116.50",202.96,"1,004.85",202.96,202.96
445000259,Clsd TX Talus w/o Man,450,28430,947.00,378.80,202.96,804.95,,520.85,202.96,213.11,379.54,**,**,**,**,**,549.26,464.03,213.11,393.74,804.95,520.85,710.25,710.25,662.90,202.96,520.85,501.91,643.96,710.25,**,334.89,202.96,492.44,464.03,520.85,549.26,466.81,213.11,549.26,662.90,202.96,596.61,202.96,202.96
445000260,Clsd TX Tarsal Bone w/o Man,450,28450,875.00,350.00,202.96,743.75,,481.25,202.96,213.11,379.54,**,**,**,**,**,507.50,428.75,213.11,393.74,743.75,481.25,656.25,656.25,612.50,202.96,481.25,463.75,595.00,656.25,**,334.89,202.96,455.00,428.75,481.25,507.50,466.81,213.11,507.50,612.50,202.96,551.25,202.96,202.96
445000261,Clsd TX Great Toe W/O Man,450,28490,565.00,226.00,202.96,480.25,,310.75,202.96,213.11,379.54,**,**,**,**,**,327.70,276.85,213.11,393.74,480.25,310.75,423.75,423.75,395.50,202.96,310.75,299.45,384.20,423.75,**,334.89,202.96,293.80,276.85,310.75,327.70,466.81,213.11,327.70,395.50,202.96,355.95,202.96,202.96
445000262,Clsd TX Great Toe w/Man,450,28495,688.00,275.20,202.96,584.80,,378.40,202.96,213.11,379.54,**,**,**,**,**,399.04,337.12,213.11,393.74,584.80,378.40,516.00,516.00,481.60,202.96,378.40,364.64,467.84,516.00,**,334.89,202.96,357.76,337.12,378.40,399.04,466.81,213.11,399.04,481.60,202.96,433.44,202.96,202.96
445000263,Reduction Foot,450,28540,837.00,334.80,202.96,711.45,,460.35,202.96,213.11,379.54,**,**,**,**,**,485.46,410.13,213.11,393.74,711.45,460.35,627.75,627.75,585.90,202.96,460.35,443.61,569.16,627.75,**,334.89,202.96,435.24,410.13,460.35,485.46,466.81,213.11,485.46,585.90,202.96,527.31,202.96,202.96
445000264,Reduction Talotarsal Joint,450,28570,642.00,256.80,202.96,545.70,,353.10,202.96,213.11,379.54,**,**,**,**,**,372.36,314.58,213.11,393.74,545.70,353.10,481.50,481.50,449.40,202.96,353.10,340.26,436.56,481.50,**,334.89,202.96,333.84,314.58,353.10,372.36,466.81,213.11,372.36,449.40,202.96,404.46,202.96,202.96
445000265,Reduct Tarsometatarsal Joint,450,28600,852.00,340.80,202.96,724.20,,468.60,202.96,213.11,379.54,**,**,**,**,**,494.16,417.48,213.11,393.74,724.20,468.60,639.00,639.00,596.40,202.96,468.60,451.56,579.36,639.00,**,334.89,202.96,443.04,417.48,468.60,494.16,466.81,213.11,494.16,596.40,202.96,536.76,202.96,202.96
445000266,Reduction Toe MP,450,28630,499.00,199.60,202.96,466.81,,274.45,202.96,213.11,379.54,**,**,**,**,**,289.42,244.51,213.11,393.74,424.15,274.45,374.25,374.25,349.30,202.96,274.45,264.47,339.32,374.25,**,334.89,202.96,259.48,244.51,274.45,289.42,466.81,213.11,289.42,349.30,202.96,314.37,202.96,202.96
445000267,Reduction Toe IP,450,28660,403.00,161.20,197.47,403.00,,221.65,202.96,213.11,379.54,**,**,**,**,**,233.74,197.47,213.11,342.55,342.55,221.65,302.25,302.25,282.10,202.96,221.65,213.59,274.04,302.25,**,334.89,202.96,209.56,197.47,221.65,233.74,403.00,213.11,233.74,282.10,202.96,253.89,202.96,202.96
445000268,Shoulder Spica Cast,450,29055,628.00,251.20,235.22,541.00,,345.40,235.22,246.98,439.86,**,**,**,**,**,364.24,307.72,246.98,456.32,533.80,345.40,471.00,471.00,439.60,235.22,345.40,332.84,427.04,471.00,**,388.11,235.22,326.56,307.72,345.40,364.24,541.00,246.98,364.24,439.60,235.22,395.64,235.22,235.22
445000269,Apply Long Arm Cast,450,29065,312.00,124.80,152.88,439.86,,171.60,235.22,246.98,439.86,**,**,**,**,**,180.96,152.88,246.98,265.20,265.20,171.60,234.00,234.00,218.40,235.22,171.60,165.36,212.16,234.00,**,388.11,235.22,162.24,152.88,171.60,180.96,312.00,246.98,180.96,218.40,235.22,196.56,235.22,235.22
445000270,Apply Short Arm Cast,450,29075,284.00,113.60,139.16,439.86,,156.20,235.22,246.98,439.86,**,**,**,**,**,164.72,139.16,246.98,241.40,241.40,156.20,213.00,213.00,198.80,235.22,156.20,150.52,193.12,213.00,**,388.11,235.22,147.68,139.16,156.20,164.72,284.00,246.98,164.72,198.80,235.22,178.92,235.22,235.22
445000271,Hand/Wrist Cast,450,29085,305.00,122.00,142.91,305.00,,167.75,142.91,150.05,267.24,**,**,**,**,**,176.90,149.45,150.05,259.25,259.25,167.75,228.75,228.75,213.50,142.91,167.75,161.65,207.40,228.75,**,235.80,142.91,158.60,149.45,167.75,176.90,305.00,150.05,176.90,213.50,142.91,192.15,142.91,142.91
445000272,Apply Long Leg Cast,450,29345,462.00,184.80,226.38,462.00,,254.10,235.22,246.98,439.86,**,**,**,**,**,267.96,226.38,246.98,392.70,392.70,254.10,346.50,346.50,323.40,235.22,254.10,244.86,314.16,346.50,**,388.11,235.22,240.24,226.38,254.10,267.96,462.00,246.98,267.96,323.40,235.22,291.06,235.22,235.22
445000273,Apply Short Leg Cast,450,29405,274.00,109.60,134.26,439.86,,150.70,235.22,246.98,439.86,**,**,**,**,**,158.92,134.26,246.98,232.90,232.90,150.70,205.50,205.50,191.80,235.22,150.70,145.22,186.32,205.50,**,388.11,235.22,142.48,134.26,150.70,158.92,274.00,246.98,158.92,191.80,235.22,172.62,235.22,235.22
445000274,Walking Cast Application,450,29425,263.00,105.20,128.87,439.86,,144.65,235.22,246.98,439.86,**,**,**,**,**,152.54,128.87,246.98,223.55,223.55,144.65,197.25,197.25,184.10,235.22,144.65,139.39,178.84,197.25,**,388.11,235.22,136.76,128.87,144.65,152.54,263.00,246.98,152.54,184.10,235.22,165.69,235.22,235.22
445000275,Foreign Body Rmvl Nose,450,30300,587.00,234.80,113.84,498.95,,322.85,113.84,119.53,212.88,**,**,**,**,**,340.46,287.63,119.53,220.85,498.95,322.85,440.25,440.25,410.90,113.84,322.85,311.11,399.16,440.25,**,187.83,113.84,305.24,287.63,322.85,340.46,261.83,119.53,340.46,410.90,113.84,369.81,113.84,113.84
445000276,Anterior Nasal Pack Simple,450,30901,261.00,104.40,113.84,261.00,,143.55,113.84,119.53,212.88,**,**,**,**,**,151.38,127.89,119.53,220.85,221.85,143.55,195.75,195.75,182.70,113.84,143.55,138.33,177.48,195.75,**,187.83,113.84,135.72,127.89,143.55,151.38,261.00,119.53,151.38,182.70,113.84,164.43,113.84,113.84
445000277,Anterior Nasal Pack Complex,450,30903,369.00,147.60,113.84,313.65,,202.95,113.84,119.53,212.88,**,**,**,**,**,214.02,180.81,119.53,220.85,313.65,202.95,276.75,276.75,258.30,113.84,202.95,195.57,250.92,276.75,**,187.83,113.84,191.88,180.81,202.95,214.02,261.83,119.53,214.02,258.30,113.84,232.47,113.84,113.84
445000278,Posterior Nasal Pack Intial,450,30905,467.00,186.80,113.84,396.95,,256.85,113.84,119.53,212.88,**,**,**,**,**,270.86,228.83,119.53,220.85,396.95,256.85,350.25,350.25,326.90,113.84,256.85,247.51,317.56,350.25,**,187.83,113.84,242.84,228.83,256.85,270.86,261.83,119.53,270.86,326.90,113.84,294.21,113.84,113.84
445000279,Posterior Nasal Pack Subsequent,450,30906,610.00,244.00,203.76,518.50,,335.50,203.76,213.95,381.04,**,**,**,**,**,353.80,298.90,213.95,395.30,518.50,335.50,457.50,457.50,427.00,203.76,335.50,323.30,414.80,457.50,**,336.21,203.76,317.20,298.90,335.50,353.80,468.66,213.95,353.80,427.00,203.76,384.30,203.76,203.76
445000280,Emergent Intubation,450,31500,839.00,335.60,203.76,713.15,,461.45,203.76,213.95,381.04,**,**,**,**,**,486.62,411.11,213.95,395.30,713.15,461.45,629.25,629.25,587.30,203.76,461.45,444.67,570.52,629.25,**,336.21,203.76,436.28,411.11,461.45,486.62,468.66,213.95,486.62,587.30,203.76,528.57,203.76,203.76
445000281,Tracheostomy Tube Replace,450,31502,532.00,212.80,203.76,468.66,,292.60,203.76,213.95,381.04,**,**,**,**,**,308.56,260.68,213.95,395.30,452.20,292.60,399.00,399.00,372.40,203.76,292.60,281.96,361.76,399.00,**,336.21,203.76,276.64,260.68,292.60,308.56,468.66,213.95,308.56,372.40,203.76,335.16,203.76,203.76
445000282,Emergent Tracheotomy,450,31603,"2,807.00","1,122.80","1,360.99","2,807.00",,"1,543.85","1,360.99","1,429.04","2,545.05",**,**,**,**,**,"1,628.06","1,375.43","1,429.04","2,385.95","2,385.95","1,543.85","2,105.25","2,105.25","1,964.90","1,360.99","1,543.85","1,487.71","1,908.76","2,105.25",**,"2,245.63","1,360.99","1,459.64","1,375.43","1,543.85","1,628.06","2,807.00","1,429.04","1,628.06","1,964.90","1,360.99","1,768.41","1,360.99","1,360.99"
445000283,Emergent Cricothyrotomy,450,31605,"2,807.00","1,122.80",203.76,"2,385.95",,"1,543.85",203.76,213.95,381.04,**,**,**,**,**,"1,628.06","1,375.43",213.95,395.30,"2,385.95","1,543.85","2,105.25","2,105.25","1,964.90",203.76,"1,543.85","1,487.71","1,908.76","2,105.25",**,336.21,203.76,"1,459.64","1,375.43","1,543.85","1,628.06",468.66,213.95,"1,628.06","1,964.90",203.76,"1,768.41",203.76,203.76
445000285,Insert Chest Tube Pneumothorax,450,32556,561.00,224.40,274.89,"3,193.07",,308.55,"1,707.52","1,792.90","3,193.07",**,**,**,**,**,325.38,274.89,"1,792.90",476.85,476.85,308.55,420.75,420.75,392.70,"1,707.52",308.55,297.33,381.48,420.75,**,"2,817.42","1,707.52",291.72,274.89,308.55,325.38,561.00,"1,792.90",325.38,392.70,"1,707.52",353.43,"1,707.52","1,707.52"
445000290,Venipuntcure Scalp Vein By MD,450,36405,76.00,30.40,37.24,64.60,,41.80,**,**,**,**,**,**,**,**,44.08,37.24,**,**,64.60,41.80,57.00,57.00,53.20,**,41.80,40.28,51.68,57.00,**,**,**,39.52,37.24,41.80,44.08,**,**,44.08,53.20,**,47.88,**,**
445000292,Venipuncture >3YRS Age MD Skill,450,36410,44.00,17.60,21.56,37.40,,24.20,**,**,**,**,**,**,**,**,25.52,21.56,**,**,37.40,24.20,33.00,33.00,30.80,**,24.20,23.32,29.92,33.00,**,**,**,22.88,21.56,24.20,25.52,**,**,25.52,30.80,**,27.72,**,**
445000294,Venipunc Cutdown 1YR OR Older,450,36425,101.00,40.40,49.49,692.25,,55.55,370.18,388.69,692.25,**,**,**,**,**,58.58,49.49,388.69,85.85,85.85,55.55,75.75,75.75,70.70,370.18,55.55,53.53,68.68,75.75,**,610.80,370.18,52.52,49.49,55.55,58.58,101.00,388.69,58.58,70.70,370.18,63.63,370.18,370.18
445000296,Declot Thrombolytic VAD/Cath,450,36593,868.00,347.20,326.11,750.06,,477.40,326.11,342.42,609.83,**,**,**,**,**,503.44,425.32,342.42,632.66,737.80,477.40,651.00,651.00,607.60,326.11,477.40,460.04,590.24,651.00,**,538.09,326.11,451.36,425.32,477.40,503.44,750.06,342.42,503.44,607.60,326.11,546.84,326.11,326.11
445000297,ABG Draw,361,36600,68.00,27.20,33.32,212.88,,37.40,113.84,119.53,212.88,**,**,**,**,**,39.44,33.32,119.53,57.80,57.80,37.40,51.00,51.00,47.60,113.84,37.40,36.04,46.24,51.00,**,187.83,113.84,35.36,33.32,37.40,39.44,68.00,119.53,39.44,47.60,113.84,42.84,113.84,113.84
445000298,Art Line Insert Percutaneous,450,36620,235.00,94.00,115.15,199.75,,129.25,**,**,**,**,**,**,**,**,136.30,115.15,**,**,199.75,129.25,176.25,176.25,164.50,**,129.25,124.55,159.80,176.25,**,**,**,122.20,115.15,129.25,136.30,**,**,136.30,164.50,**,148.05,**,**
445000301,Intraosseous Infusion,450,36680,606.00,242.40,296.94,692.25,,333.30,370.18,388.69,692.25,**,**,**,**,**,351.48,296.94,388.69,515.10,515.10,333.30,454.50,454.50,424.20,370.18,333.30,321.18,412.08,454.50,**,610.80,370.18,315.12,296.94,333.30,351.48,606.00,388.69,351.48,424.20,370.18,381.78,370.18,370.18
445000302,Thrombolysis Cerebral IV Infus,450,37195,868.00,347.20,326.11,750.06,,477.40,326.11,342.42,609.83,**,**,**,**,**,503.44,425.32,342.42,632.66,737.80,477.40,651.00,651.00,607.60,326.11,477.40,460.04,590.24,651.00,**,538.09,326.11,451.36,425.32,477.40,503.44,750.06,342.42,503.44,607.60,326.11,546.84,326.11,326.11
445000303,Cmplx Repr Lip Vermillion Only,450,40650,"1,370.00",548.00,447.88,"1,164.50",,753.50,447.88,470.28,837.54,**,**,**,**,**,794.60,671.30,470.28,868.90,"1,164.50",753.50,"1,027.50","1,027.50",959.00,447.88,753.50,726.10,931.60,"1,027.50",**,739.01,447.88,712.40,671.30,753.50,794.60,"1,030.13",470.28,794.60,959.00,447.88,863.10,447.88,447.88
445000304,Comp Repr Lip Up To 1/2 Vert HT,450,40652,"1,654.00",661.60,447.88,"1,405.90",,909.70,447.88,470.28,837.54,**,**,**,**,**,959.32,810.46,470.28,868.90,"1,405.90",909.70,"1,240.50","1,240.50","1,157.80",447.88,909.70,876.62,"1,124.72","1,240.50",**,739.01,447.88,860.08,810.46,909.70,959.32,"1,030.13",470.28,959.32,"1,157.80",447.88,"1,042.02",447.88,447.88
445000305,Comp Repr Lip > 1/2 Vert HT,450,40654,"1,987.00",794.80,973.63,"2,545.05",,"1,092.85","1,360.99","1,429.04","2,545.05",**,**,**,**,**,"1,152.46",973.63,"1,429.04","1,688.95","1,688.95","1,092.85","1,490.25","1,490.25","1,390.90","1,360.99","1,092.85","1,053.11","1,351.16","1,490.25",**,"2,245.63","1,360.99","1,033.24",973.63,"1,092.85","1,152.46","1,987.00","1,429.04","1,152.46","1,390.90","1,360.99","1,251.81","1,360.99","1,360.99"
445000306,I&D Vestibule of Mouth Simple,450,40800,607.00,242.80,297.43,"1,189.84",,333.85,636.28,668.09,"1,189.84",**,**,**,**,**,352.06,297.43,668.09,515.95,515.95,333.85,455.25,455.25,424.90,636.28,333.85,321.71,412.76,455.25,**,"1,049.86",636.28,315.64,297.43,333.85,352.06,607.00,668.09,352.06,424.90,636.28,382.41,636.28,636.28
445000307,FB Rmvl Mouth Embedded Simple,450,40804,622.00,248.80,304.78,"1,513.51",,342.10,809.36,849.83,"1,513.51",**,**,**,**,**,360.76,304.78,849.83,528.70,528.70,342.10,466.50,466.50,435.40,809.36,342.10,329.66,422.96,466.50,**,"1,335.45",809.36,323.44,304.78,342.10,360.76,622.00,849.83,360.76,435.40,809.36,391.86,809.36,809.36
445000308,FB Rmvl Mouth Embedded Comp,450,40805,"1,044.00",417.60,447.88,"1,030.13",,574.20,447.88,470.28,837.54,**,**,**,**,**,605.52,511.56,470.28,868.90,887.40,574.20,783.00,783.00,730.80,447.88,574.20,553.32,709.92,783.00,**,739.01,447.88,542.88,511.56,574.20,605.52,"1,030.13",470.28,605.52,730.80,447.88,657.72,447.88,447.88
